"","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Saint Helena, Ascension and Tristan da Cunha","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Afghanistan"
"Ghana","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Bosnia and Herzegovina","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Germany","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Gabon","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"French Polynesia","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"France","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00"," 4958.394785","   0.0000","0","0","    0.00"," 8543.1802","0.000000"," 0.00000","   0.00000","   1.046958","0","     0.00000","0","0","23.033084","2.093917e+00","   0.000","  0.0000","0","6.909925e+01","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  8.375667","0"," 0.00000","0","0","0.000000","    2.093917","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","1.046958","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","1.046958","  1858.351","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","    11.51654","0","0","0","0","    0.000000","0","   0.000","3.251853e+03","0","0","0.000000e+00","3.140875","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","    20.93917"," 0.00000","1.046958","0","0","0"
"Finland","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Fiji","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Estonia","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"El Salvador","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Egypt","  4633.0897","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","3474.8173","0","0","25481.99","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0"," 34748.17258","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","5791.362","50963.99","0","0.000000","8107.90694","0","0","0","0.000000","0.0000000","106561.06258","    0.000","0","0","0.000000"," 28956.810","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","  1158.27242"," 0.00000","0.000000","0","0","0"
"Ecuador","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Dominican Republic","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Denmark","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Azerbaijan","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Cyprus","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Cuba","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Costa Rica","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Congo","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Colombia","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"China, mainland","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Chile","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Sri Lanka","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
"Cayman Islands","     0.0000","     0.00000"," 0.00000","0.000000e+00","0","  0.0000","    0.00","    0.000000","   0.0000","0","0","    0.00","    0.0000","0.000000"," 0.00000","   0.00000","   0.000000","0","     0.00000","0","0"," 0.000000","0.000000e+00","   0.000","  0.0000","0","0.000000e+00","  0.0000","  0.00000","    0.0","   0.000","0"," 0.00000","0","  0.000000","0"," 0.00000","0","0","0.000000","    0.000000","   0.000","   0.0000","  0.0000","0","0","0","  0.0000","0","0","    0.0000","    0.00","0.000000","0","0","   0.000","    0.00","0","0.000000","   0.00000","0","0","0","0.000000","0.0000000","     0.00000","    0.000","0","0","0.000000","     0.000","0","0","0","     0.0","     0.0","0.0000000","0","0.000000","     0.00000","0","0","0","0","    0.000000","0","   0.000","0.000000e+00","0","0","0.000000e+00","0.000000","0","  0.0000","0","     0.0","0","0","     0.0","0","    0.0000","0","0","0","    0.00","      0.00","    0.0","    0.000","0","0","   0.0000","0","0","     0.00000","0","0","  0.000","   0.000","  0.0000","0","0","     0.00000"," 0.00000","0.000000","0","0","0"
