"","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Syrian Arab Republic","Switzerland","Sweden","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Afghanistan"
"Cabo Verde"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Canada"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Cameroon"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Myanmar"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Bulgaria"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","    34.41341","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Brunei Darussalam"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Aruba"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Brazil"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Bolivia (Plurinational State of)"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Bangladesh"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Barbados"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Austria"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Australia"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Argentina"," 0.0000","   1432.882","0","86914.57","206802.6","0","97799.060","0","3857.1227","8797.334","0.000000e+00","  583.5418","0","0","11931.661","3891.936","  58.02262","   0.00000","   0.000000","19343.63625","   0.0000","     0.00000","    0.00","  0.000","1.980450e+04","0","5321.503130","18802.64","5277.848"," 0.00000","0","   0.000","0","0","11.60452","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0","44.20771","  0.00000","0","0","0","110767.94417","    0.00","566.4113","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000"," 903.49508","0","0","0"," 36271.87372","3978.69393","   0.000000","361127.3","19669.12","0","0","  0.0000","0.000000e+00","0.000000","0","0","0"," 21077.68","0","   0.000","   364.71361","0","0","       0.000","0.000000","0","0","  0.0000","0","163852.6","0","0","3.901330e+02","0","0.000000","0","0","0","1106.29795","5113756","57219.14","    0.000","0","0","1461.0648","0.000000","0","      0","0","0","1922.483","2155.126","54702.068","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Angola"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Algeria"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Afghanistan"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
