"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","British Virgin Islands","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania"
"Colombia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"China, mainland","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Chile","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Sri Lanka","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Cabo Verde","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Canada","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Cameroon","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Myanmar","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Bulgaria","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Brunei Darussalam","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Solomon Islands","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Belize","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Aruba","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Brazil","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Bolivia (Plurinational State of)","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Bangladesh","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Barbados","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Bahamas","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Austria","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Australia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Argentina","4771.7529","     0.000","0","  0.0000","0","0","    0.00","0","0","111.2439"," 4399.781286","0.000000","   264.20415","0","  0.0000","  7817.488","0","0","176733.46","0","19715.8","0.000000","6645.517","   55.62193"," 208.1477","0","0","12823.0268","14735.47","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","2868.006","6944.05","0","0","  0.000000","0","0.000000","0","0","0","0","0","6.496858e+04"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","47576.736","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000"," 7369.905","0","    0.00","0"," 7073.11012","  5344.919"," 1304.943","0","0","54784.56","0","0","     0.0000","  0.0000","0","0","    0.00","0","4.699444e+04","0","0","20422.80700","   0.000","0","9.533946e+02","0.000000","0","0","0","   0.000","12623.570","0","0","186.420363","0","966.8655","0","11919.61","0","2390.005","1227583","20791.3","  0.0000","0","0","0","0","     0.0","0","0","0","0","238.5659","0.4345463","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Angola","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Algeria","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
