"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Estonia","El Salvador","Egypt","Ecuador","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Guam","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Greece","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","2.149964e+06","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","20800","0"
"Bosnia and Herzegovina","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Germany","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Gabon","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"French Polynesia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"France"," 734.560","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.5514715","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","1125.0018","    2.205886","0","0","    0.00","  8154.057","    0.0000","0.000000","37.500060","  0.0000","0","  0.0000","0","   18.198559","  0.0000","0","2.316180e+01","  0.0000","    0.00","    0.00","0","0","6.617658","0"," 3.308829","0","0","0.000000e+00","0","0","    68.93393","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","5.514715e-01","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","  1565.076","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","   68.93393","    0.00","0","0.000000e+00","1.654414","0","0","0","     0","0","    2.757357","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","   16.54414","0","0","   0.000","12.13237","    0","0"
"Finland","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Fiji","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Estonia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"El Salvador","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Egypt","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","60226.499350","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","44068.17","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Ecuador","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Denmark","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Azerbaijan","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Cyprus","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Cuba","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Costa Rica","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Congo","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Colombia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"China, mainland","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Chile","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Sri Lanka","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Cayman Islands","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Canada","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
