"","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mexico","Mauritius","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Belize","Brazil","Bolivia (Plurinational State of)","Bermuda","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Kenya","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Kyrgyzstan","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","322006.64452","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Jordan","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Japan","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Jamaica","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Kazakhstan","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.02299218","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Côte d'Ivoire","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Italy","0.000000","     0.00000","0","    0.0000","63.55854","    0.0","51577.7556","10789.062246","0","0","0","20847.20","   0.00000","   0.000"," 0.00000","127.117081","0","   0.00000"," 0.00000","0","1144.05373","     0.0"," 0.00000","3.177927e+01"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","3.686395e+03","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","  3559.27827"," 0.00000","0","1.041883e+05","0","0","2.567765e+04","0.000000"," 0.00000","0","47.66891","0","     0.00000","0","0","83134.570942","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","31064.236657"," 0.000000","0","  0.0000","270.1238","    0.00","0"
"Israel","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Ireland","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Iraq","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Iran (Islamic Republic of)","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Indonesia","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"India","3.207832","    83.40364","0","  186.0543"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","  22.45483","8542.457"," 0.00000","  0.000000","0","  76.98797"," 0.00000","0","   0.00000","     0.0","19.24699","0.000000e+00"," 0.00000","  670.4369","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","3.207832","0","0","0","6.415664e+01","1202.937","0","0"," 0.00000","0","    0.00","0","0","0","   83.40364","0"," 0.00000","0","0.000000","0","0","0","0","134.729","619.1116","0","0","0","0.00000000","0","3.207832","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","  1324.835","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","    44.90965","64.15664","0","3.207832e+00","0","0","3.207832e+00","0.000000","22.45483","0"," 0.00000","0","    19.24699","0","0","    0.000000","0","      0","0","0","12.83133","    0.00","      0","     0.0","115.482","0","0","  0.0000","0","125.1055","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000","28.870490","0","  0.0000","  0.0000","    0.00","0"
"Iceland","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Croatia","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Hungary","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","  126.1496","    0.000000","0","0","0","    0.00","   0.00000","   0.000","32.43846","  2.162564","0","   0.00000","14.77752","0","  19.82351","     0.0"," 0.00000","0.000000e+00","17.30051","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0","20.18393","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","1.859805e+03","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","   81.456588"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"China, Hong Kong SAR","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Honduras","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Guatemala","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Guam","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Greece","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","5.942857e+03","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","5919086","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","53485.71","0"
"Ghana","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
"Bosnia and Herzegovina","0.000000","     0.00000","0","    0.0000"," 0.00000","    0.0","    0.0000","    0.000000","0","0","0","    0.00","   0.00000","   0.000"," 0.00000","  0.000000","0","   0.00000"," 0.00000","0","   0.00000","     0.0"," 0.00000","0.000000e+00"," 0.00000","    0.0000","    0.000","    0.00","0"," 0.00000","0","0.000000","0","0","0.000000","0","0","0","0.000000e+00","   0.000","0","0"," 0.00000","0","    0.00","0","0","0","    0.00000","0"," 0.00000","0","0.000000","0","0","0","0","  0.000","  0.0000","0","0","0","0.00000000","0","0.000000","0","     0.00000","0","     0.000","    0.00","0","   0.000","0","     0.000","    0.00","0"," 0.00000","   0.000","  0.0000","0","    0.00","0","     0.00000"," 0.00000","0","0.000000e+00","0","0","0.000000e+00","0.000000"," 0.00000","0"," 0.00000","0","     0.00000","0","0","    0.000000","0","      0","0","0"," 0.00000","    0.00","      0","     0.0","  0.000","0","0","  0.0000","0","  0.0000","0","0","0"," 0.00000","  0.0000","0","    0.00","0","    0.000000"," 0.000000","0","  0.0000","  0.0000","    0.00","0"
